,target
0,0.0
1,0.0
2,0.0006154266958424508
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0005470459518599562
8,0.005967774020290432
9,0.0
10,0.0014066895904970304
11,0.005788099103550505
12,0.0023565056387813504
13,0.0
14,0.0007293946024799417
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0013615365912958912
21,0.0015446003346634059
22,0.002813379180994061
23,0.0
24,0.0
25,0.0
26,0.01118957628804456
27,0.0006251953735542357
28,0.007442802066121854
29,0.0011670313639679066
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0010940919037199124
35,0.0
36,0.0
37,0.0
38,0.0008205689277899343
39,0.0
40,0.0015446003346634059
41,0.0031395680715440963
42,0.0018234865061998542
43,0.005251641137855581
44,0.0
45,0.0
46,0.0
47,0.00031259768677711783
48,0.0
49,0.003829321663019693
50,0.0
51,0.0010940919037199124
52,0.0
53,0.0012503907471084713
54,0.0
55,0.0
56,0.0006732873253661
57,0.0013351630011497239
58,0.002303351376252447
59,0.0
60,0.002514083523441501
61,0.0
62,0.0
63,0.0
64,0.0
65,0.00036469730123997083
66,0.0011461915181827655
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0005835156819839533
72,0.001612345963376713
73,0.0038901045465596883
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0017275135321893355
81,0.002344482650828384
82,0.0015629884338855893
83,0.00013676148796498905
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0014193624696906975
89,0.0005470459518599562
90,0.0019450522732798443
91,0.0004862630683199611
92,0.0006564551422319476
93,0.003209336250911743
94,0.0010099309880491501
95,0.0
96,0.002933097444015084
97,0.0
98,0.0
99,0.005192300560026703
100,0.00024313153415998054
101,0.0
102,0.0
103,0.0010940919037199124
104,0.0
105,0.0
106,0.0
107,0.00023278551142976857
108,0.0
109,0.0020198619760983002
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0010099309880491501
115,0.0
116,0.001318905308593867
117,0.0
118,0.0011584502509975544
119,0.0
120,0.0
121,0.0
122,0.005105762217359592
123,0.0
124,0.0
125,0.0067104303428154625
126,0.008935083880379287
127,0.0
128,0.0
129,0.0
130,0.00033664366268305
131,0.005032822757111597
132,0.0029175784099197666
133,0.0008752735229759301
134,0.00175054704595186
135,0.0
136,0.000691005412875734
137,0.0011461915181827655
138,0.0
139,0.0
140,0.0
141,0.004530827648345991
142,0.0
143,0.0
144,0.0
145,0.0016411378555798686
146,0.005217976771587276
147,0.0005470459518599562
148,0.0
149,0.0
150,0.0005470459518599562
151,0.0027960126428397763
152,0.0020594671128845413
153,0.0
154,0.0
155,0.0020594671128845413
156,0.0
157,0.0010940919037199124
158,0.0
159,0.0008752735229759301
160,0.0
161,0.0
162,0.0
163,0.002188183807439825
164,0.000810438447199935
165,0.0
166,0.0
167,0.0010465226905146988
168,0.0
169,0.0
170,0.002784961209468868
171,0.0
172,0.0
173,0.0
174,0.001086105831429986
175,0.012276563698883174
176,0.0008914822919199285
177,0.0
178,0.0028133791809940604
179,0.0
180,0.005217976771587275
181,0.0
182,0.003985620506408252
183,0.0
184,0.00262582056892779
185,0.0
186,0.0
187,0.0012253829321663022
188,0.0
189,0.0053709966182613885
190,0.001969365426695842
191,0.0017505470459518602
192,0.0018755861206627067
193,0.0
194,0.006838074398249453
195,0.0
196,0.0005470459518599562
197,0.00029838870101452157
198,0.0
199,0.0
200,0.0
201,0.00282428375146303
202,0.0
203,0.0
204,0.0010940919037199124
205,0.0009377930603313533
206,0.0007293946024799417
207,0.002680525164113785
208,0.0009725261366399222
209,0.0
210,0.006960006327278479
211,0.001823486506199854
212,0.0
213,0.0
214,0.0016411378555798686
215,0.0
216,0.0032822757111597373
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0009882120420695983
222,0.0
223,0.00023933260393873084
224,0.0
225,0.0
226,0.0046681254558716264
227,0.0030297929641474497
228,0.0
229,0.00025743338911056766
230,0.0
231,0.0017505470459518602
232,0.0005380779854360225
233,0.00262582056892779
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.004376367614879651
244,0.006467298808655482
245,0.0008416091567076251
246,0.0
247,9.117432530999271e-05
248,0.0
249,0.0011935548040580863
250,0.0010940919037199124
251,0.009478350585594267
252,0.00039074710847139733
253,0.0
254,0.0
255,0.0
256,0.00262582056892779
257,0.017202288365716693
258,0.0
259,0.0037314292295289645
260,0.0
261,0.0
262,0.0
263,0.0033664366268305003
264,0.0
265,0.0028580359933907916
266,0.0010940919037199124
267,0.0026931493014644005
268,0.0028133791809940604
269,0.0
270,0.0010940919037199124
271,0.0033154300112724624
272,0.006838074398249453
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0002735229759299781
283,0.0014587892049598833
284,0.0
285,0.0028719912472647702
286,0.0008670162255893646
287,0.0
288,0.0
289,0.0006564551422319475
290,0.008007309976675403
291,0.002804573612352452
292,0.0006790915264468422
293,0.00025743338911056766
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0012871669455528382
300,0.0029092898348915854
301,0.0
302,0.0007293946024799417
303,0.0032822757111597373
304,0.0020198619760983002
305,0.00024313153415998054
306,0.010437443116903235
307,0.0
308,0.0013676148796498905
309,0.0
310,0.001341144914237312
311,0.002854152792312815
312,0.0012156576707999028
313,0.0
314,0.0
315,0.0
316,0.0002836534565199773
317,0.0
318,0.0008752735229759301
319,0.0
320,0.0
321,0.0
322,0.0005470459518599562
323,0.0
324,0.0
325,0.00302979296414745
326,0.0
327,0.0
328,0.0010940919037199124
329,0.001270558339803769
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.006135094787214461
343,0.0008205689277899343
344,0.0
345,0.0
346,0.0023565056387813504
347,0.0
348,0.003742945986410227
349,0.0
350,0.001382010825751468
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0019450522732798443
358,0.0
359,0.0
360,0.00029175784099197665
361,0.0
362,0.002227968967575094
363,0.0
364,0.00262582056892779
365,0.000700218818380744
366,0.0
367,0.0
368,0.0
369,0.005528043303005872
370,0.0
371,0.0
372,0.008951661030435645
373,0.0
374,0.0
375,0.0
376,0.00024313153415998054
377,0.0
378,0.0
379,0.0030634573304157554
380,0.0
381,0.00437636761487965
382,0.0
383,0.0
384,0.0008416091567076251
385,0.0014437501409912247
386,0.0
387,0.0
388,0.0
389,0.0
390,0.000810438447199935
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0029838870101452156
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0019213321236056997
406,0.0005049654940245751
