,target
594,0.00909090909090909
595,0.009067357512953367
596,0.011441647597254004
597,0.011441647597254004
598,0.004291845493562232
599,0.011764705882352941
600,0.010738255033557046
601,0.009900990099009901
602,0.012165450121654502
603,0.010416666666666666
604,0.010738255033557046
605,0.007705479452054794
606,0.012165450121654502
607,0.011441647597254004
608,0.007929515418502203
609,0.004123711340206186
610,0.010738255033557046
611,0.007009345794392523
612,0.011441647597254004
613,0.009497964721845319
614,0.004291845493562232
615,0.004123711340206186
616,0.009497964721845319
617,0.010416666666666666
618,0.007705479452054794
619,0.009067357512953367
620,0.011441647597254004
621,0.004415011037527594
622,0.008728179551122194
623,0.011441647597254004
624,0.006355932203389831
625,0.007692307692307693
626,0.008939974457215836
627,0.007620660457239628
628,0.008928571428571428
629,0.013853904282115869
630,0.007009345794392523
631,0.012165450121654502
632,0.008748906386701663
633,0.009067357512953367
634,0.008939974457215836
635,0.007705479452054794
636,0.009836065573770493
637,0.0075
638,0.010416666666666666
639,0.008748906386701663
640,0.011441647597254004
641,0.012345679012345678
642,0.010906040268456376
643,0.010738255033557046
644,0.012165450121654502
645,0.008939974457215836
646,0.007705479452054794
647,0.012578616352201259
648,0.009497964721845319
649,0.0136986301369863
650,0.010416666666666666
651,0.008939974457215836
652,0.011441647597254004
653,0.010824313072439634
654,0.008728179551122194
655,0.013262599469496022
656,0.008939974457215836
657,0.009900990099009901
658,0.011441647597254004
659,0.012345679012345678
660,0.00909090909090909
661,0.009836065573770493
662,0.007929515418502203
663,0.008424599831508003
664,0.008939974457215836
665,0.009836065573770493
666,0.0136986301369863
667,0.008939974457215836
668,0.009497964721845319
669,0.007705479452054794
670,0.0136986301369863
671,0.004761904761904762
672,0.008928571428571428
673,0.0075
674,0.011764705882352941
675,0.006355932203389831
676,0.004395604395604396
677,0.008939974457215836
678,0.004395604395604396
679,0.010738255033557046
680,0.006355932203389831
681,0.0075
682,0.00909090909090909
683,0.004415011037527594
684,0.010906040268456376
685,0.009497964721845319
686,0.008928571428571428
687,0.011441647597254004
688,0.012165450121654502
689,0.013262599469496022
690,0.010139416983523447
691,0.0136986301369863
692,0.007620660457239628
693,0.007705479452054794
694,0.0136986301369863
695,0.011441647597254004
696,0.009067357512953367
697,0.008424599831508003
698,0.009458297506448839
699,0.010738255033557046
700,0.012578616352201259
701,0.008928571428571428
702,0.013853904282115869
703,0.009836065573770493
704,0.009900990099009901
705,0.004123711340206186
706,0.004123711340206186
707,0.013853904282115869
708,0.004761904761904762
709,0.008748906386701663
710,0.009836065573770493
711,0.012345679012345678
712,0.004291845493562232
713,0.009067357512953367
714,0.009836065573770493
715,0.0075
716,0.010416666666666666
717,0.008939974457215836
718,0.013262599469496022
719,0.006355932203389831
720,0.006355932203389831
721,0.007929515418502203
722,0.004415011037527594
723,0.009067357512953367
724,0.007929515418502203
725,0.004291845493562232
726,0.012345679012345678
727,0.008424599831508003
728,0.00909090909090909
729,0.012578616352201259
730,0.012578616352201259
731,0.009458297506448839
732,0.009497964721845319
733,0.006355932203389831
734,0.010416666666666666
735,0.004395604395604396
736,0.0075
737,0.010416666666666666
738,0.010416666666666666
739,0.007620660457239628
740,0.009458297506448839
741,0.007009345794392523
742,0.006355932203389831
743,0.010906040268456376
744,0.013262599469496022
745,0.009900990099009901
746,0.008728179551122194
747,0.012578616352201259
748,0.007705479452054794
749,0.010416666666666666
750,0.004761904761904762
751,0.010738255033557046
752,0.012165450121654502
753,0.008424599831508003
754,0.010906040268456376
755,0.00909090909090909
756,0.013853904282115869
757,0.0136986301369863
758,0.013262599469496022
759,0.008748906386701663
760,0.004291845493562232
761,0.007929515418502203
762,0.007692307692307693
763,0.008748906386701663
764,0.008748906386701663
765,0.004415011037527594
766,0.013853904282115869
767,0.007705479452054794
768,0.004415011037527594
769,0.008748906386701663
770,0.007692307692307693
771,0.004123711340206186
772,0.007929515418502203
773,0.010738255033557046
774,0.010824313072439634
775,0.010738255033557046
776,0.010738255033557046
777,0.009067357512953367
778,0.004123711340206186
779,0.007929515418502203
780,0.008939974457215836
781,0.011764705882352941
782,0.008728179551122194
783,0.012345679012345678
784,0.010139416983523447
785,0.009458297506448839
786,0.010824313072439634
787,0.0075
788,0.009836065573770493
789,0.010416666666666666
790,0.012345679012345678
791,0.008939974457215836
792,0.013853904282115869
793,0.009900990099009901
794,0.006355932203389831
795,0.010738255033557046
796,0.011764705882352941
797,0.013853904282115869
798,0.004123711340206186
799,0.0075
800,0.009067357512953367
801,0.008748906386701663
802,0.004761904761904762
803,0.008748906386701663
804,0.00909090909090909
805,0.004395604395604396
806,0.007705479452054794
807,0.007692307692307693
808,0.004395604395604396
809,0.010738255033557046
810,0.011764705882352941
811,0.00909090909090909
812,0.012165450121654502
813,0.004123711340206186
814,0.012345679012345678
815,0.009836065573770493
816,0.007620660457239628
817,0.010139416983523447
818,0.004761904761904762
819,0.013853904282115869
820,0.010416666666666666
821,0.009900990099009901
822,0.007692307692307693
823,0.010824313072439634
824,0.0075
825,0.010416666666666666
826,0.008728179551122194
827,0.012165450121654502
828,0.006355932203389831
829,0.008728179551122194
830,0.011441647597254004
831,0.008728179551122194
832,0.012578616352201259
833,0.004415011037527594
834,0.010139416983523447
835,0.012165450121654502
836,0.010416666666666666
837,0.011764705882352941
838,0.009900990099009901
839,0.007009345794392523
840,0.008728179551122194
841,0.004123711340206186
842,0.012165450121654502
843,0.008748906386701663
844,0.013262599469496022
845,0.012578616352201259
846,0.010738255033557046
847,0.008928571428571428
848,0.009497964721845319
849,0.00909090909090909
850,0.0075
851,0.010139416983523447
852,0.004291845493562232
853,0.012345679012345678
854,0.008939974457215836
855,0.009900990099009901
856,0.004761904761904762
857,0.012345679012345678
858,0.004291845493562232
859,0.009497964721845319
860,0.004415011037527594
861,0.010824313072439634
862,0.013262599469496022
863,0.008748906386701663
864,0.004415011037527594
865,0.012345679012345678
866,0.012578616352201259
867,0.008424599831508003
868,0.012578616352201259
869,0.0075
870,0.004395604395604396
871,0.004395604395604396
872,0.008928571428571428
873,0.004395604395604396
874,0.007620660457239628
875,0.009458297506448839
876,0.007705479452054794
877,0.009067357512953367
878,0.004395604395604396
879,0.004395604395604396
880,0.009067357512953367
881,0.012578616352201259
882,0.008928571428571428
883,0.008748906386701663
884,0.004415011037527594
885,0.009497964721845319
886,0.004761904761904762
887,0.007620660457239628
888,0.011441647597254004
889,0.010738255033557046
890,0.004761904761904762
891,0.010416666666666666
892,0.010906040268456376
893,0.007692307692307693
894,0.004761904761904762
895,0.004415011037527594
896,0.009497964721845319
897,0.008939974457215836
898,0.011441647597254004
899,0.009836065573770493
900,0.007929515418502203
901,0.010738255033557046
902,0.004291845493562232
903,0.009836065573770493
904,0.006355932203389831
905,0.012165450121654502
906,0.004415011037527594
907,0.007929515418502203
908,0.008424599831508003
909,0.004415011037527594
910,0.0136986301369863
911,0.012165450121654502
912,0.010824313072439634
913,0.0075
914,0.007705479452054794
915,0.010738255033557046
916,0.013853904282115869
917,0.007929515418502203
918,0.009497964721845319
919,0.012165450121654502
920,0.004123711340206186
921,0.004123711340206186
922,0.010139416983523447
923,0.010906040268456376
924,0.007929515418502203
925,0.012578616352201259
926,0.007692307692307693
927,0.004395604395604396
928,0.011764705882352941
929,0.004395604395604396
930,0.010738255033557046
931,0.0136986301369863
932,0.012578616352201259
933,0.009900990099009901
934,0.013853904282115869
935,0.007009345794392523
936,0.009900990099009901
937,0.009836065573770493
938,0.010824313072439634
939,0.010906040268456376
940,0.007705479452054794
941,0.0136986301369863
942,0.010824313072439634
943,0.004415011037527594
944,0.010139416983523447
945,0.004291845493562232
946,0.013853904282115869
947,0.010738255033557046
948,0.004761904761904762
949,0.0075
950,0.007705479452054794
951,0.011441647597254004
952,0.010824313072439634
953,0.0136986301369863
954,0.011764705882352941
955,0.004761904761904762
956,0.010738255033557046
957,0.012165450121654502
958,0.013853904282115869
959,0.012165450121654502
960,0.004761904761904762
961,0.006355932203389831
962,0.010824313072439634
963,0.007620660457239628
964,0.012345679012345678
965,0.0075
966,0.008939974457215836
967,0.008728179551122194
968,0.009458297506448839
969,0.011764705882352941
970,0.009497964721845319
971,0.007705479452054794
972,0.009497964721845319
973,0.013262599469496022
974,0.008728179551122194
975,0.007009345794392523
976,0.012578616352201259
977,0.009067357512953367
978,0.007705479452054794
979,0.009900990099009901
980,0.010738255033557046
981,0.007009345794392523
982,0.010906040268456376
983,0.004291845493562232
984,0.007705479452054794
985,0.008424599831508003
986,0.007009345794392523
987,0.012345679012345678
988,0.004761904761904762
989,0.010738255033557046
990,0.009900990099009901
991,0.012165450121654502
992,0.008748906386701663
993,0.010139416983523447
994,0.009836065573770493
995,0.007620660457239628
996,0.008424599831508003
997,0.013853904282115869
998,0.009836065573770493
999,0.012578616352201259
